Average,City,Code,Direction,Full,Maximum,Minimum,Month,Precipitation,WindSpeed,State,Day,Year
71,Anderson,AND,24,5/15/2016,84,57,5,1.01,5.04,South Carolina,15,2016
75,Charleston,CHS,24,5/15/2016,86,64,5,0.05,6.08,South Carolina,15,2016
74,Columbia,CAE,20,5/15/2016,87,62,5,0.07,4.58,South Carolina,15,2016
70,Greer,GSP,21,5/15/2016,82,58,5,0.1,3.88,South Carolina,15,2016
51,Aberdeen,ABR,24,5/15/2016,63,38,5,0.69,10.61,South Dakota,15,2016
53,Huron,HON,25,5/15/2016,64,41,5,0.94,8.94,South Dakota,15,2016
49,Pierre,PIR,26,5/15/2016,61,38,5,0.29,10.84,South Dakota,15,2016
45,Rapid City,RAP,27,5/15/2016,57,31,5,0.24,7.58,South Dakota,15,2016
53,Sioux Falls,FSD,25,5/15/2016,63,42,5,0.59,9.17,South Dakota,15,2016
63,Bristol/Jhnsn Cty/Kngsprt,TRI,25,5/15/2016,75,52,5,2.04,4.15,Tennessee,15,2016
70,Chattanooga,CHA,24,5/15/2016,80,58,5,0.54,5.01,Tennessee,15,2016
64,Clarksville,CKV,25,5/15/2016,73,54,5,1.43,5.95,Tennessee,15,2016
63,Crossville,CSV,25,5/15/2016,73,53,5,0.18,4.34,Tennessee,15,2016
67,Knoxville,TYS,25,5/15/2016,77,58,5,1.42,5.3,Tennessee,15,2016
70,Memphis,MEM,22,5/15/2016,78,61,5,0.9,7.21,Tennessee,15,2016
67,Nashville,BNA,25,5/15/2016,77,57,5,0.2,5.38,Tennessee,15,2016
67,Oak Ridge,OQT,27,5/15/2016,77,56,5,1.48,1.18,Tennessee,15,2016
71,Abilene,ABI,13,5/15/2016,81,60,5,3.27,8.21,Texas,15,2016
60,Amarillo,AMA,13,5/15/2016,73,47,5,0.5,9.41,Texas,15,2016
75,Austin/Bergstrom,AUS,9,5/15/2016,84,66,5,1.57,6.38,Texas,15,2016
75,Austin/City,ATT,10,5/15/2016,84,66,5,1.71,2.35,Texas,15,2016
79,Beaumont/Port Arthur,BPT,14,5/15/2016,86,70,5,0.23,6.74,Texas,15,2016
80,Brownsville,BRO,12,5/15/2016,87,73,5,0.27,10.84,Texas,15,2016
68,Childress,CDS,17,5/15/2016,80,56,5,0.52,8.05,Texas,15,2016
76,College Station,CLL,13,5/15/2016,85,67,5,0.4,6.1,Texas,15,2016
80,Corpus Christi,CRP,12,5/15/2016,87,73,5,2.81,11.1,Texas,15,2016
60,Dalhart,DHT,15,5/15/2016,74,45,5,0.59,8.05,Texas,15,2016
75,Dallas,DAL,11,5/15/2016,84,65,5,1.21,8.91,Texas,15,2016
74,Dallas-Fort Worth,DFW,11,5/15/2016,83,64,5,1.1,10.7,Texas,15,2016
78,Del Rio,DRT,11,5/15/2016,86,70,5,0.14,7.84,Texas,15,2016
74,El Paso,ELP,19,5/15/2016,88,61,5,0,7.92,Texas,15,2016
74,Fort Worth,FTW,15,5/15/2016,84,63,5,1.82,9.4,Texas,15,2016
78,Galveston,GLS,13,5/15/2016,81,74,5,0.1,8.97,Texas,15,2016
79,Houston,HOU,22,5/15/2016,87,71,5,1.81,5.5,Texas,15,2016
66,Lubbock,LBB,13,5/15/2016,79,53,5,2.01,10.8,Texas,15,2016
73,Midland,MAF,15,5/15/2016,86,61,5,0.03,12.6,Texas,15,2016
74,San Angelo,SJT,13,5/15/2016,87,61,5,0.58,8.94,Texas,15,2016
76,San Antonio,SAT,10,5/15/2016,83,68,5,1.85,6.88,Texas,15,2016
78,Victoria,VCT,12,5/15/2016,86,69,5,0.72,7.24,Texas,15,2016
74,Waco,ACT,14,5/15/2016,84,63,5,2.15,7.01,Texas,15,2016
70,Wichita Falls,SPS,13,5/15/2016,82,57,5,0.11,10.8,Texas,15,2016
61,Salt Lake City,SLC,20,5/15/2016,73,48,5,0.25,4.71,Utah,15,2016
64,Blacksburg,BCB,19,5/15/2016,73,54,5,2.63,7,VA,15,2016
55,Burlington,BTV,26,5/15/2016,67,42,5,0.51,6.01,Vermont,15,2016
62,Lynchburg,LYH,18,5/15/2016,71,52,5,0.21,3.28,Virginia,15,2016
65,Norfolk,ORF,14,5/15/2016,73,57,5,0.24,4.87,Virginia,15,2016
62,Richmond,RIC,14,5/15/2016,71,54,5,0.24,4.6,Virginia,15,2016
64,Roanoke,ROA,19,5/15/2016,73,54,5,2.63,7,Virginia,15,2016
60,Wallops Island,WAL,16,5/15/2016,67,53,5,1.54,5.18,Virginia,15,2016
60,Washington,DCA,18,5/15/2016,67,53,5,0.69,5.41,Virginia,15,2016
55,Deer Park,DEW,7,5/15/2016,67,42,5,0.09,6.24,Washington,15,2016
61,Ephrata,EPH,26,5/15/2016,72,49,5,0.24,5.94,Washington,15,2016
57,Olympia,OLM,16,5/15/2016,72,42,5,0.01,3.34,Washington,15,2016
53,Quillayute,UIL,27,5/15/2016,64,41,5,0.17,2.94,Washington,15,2016
60,Seattle,SEA,20,5/15/2016,70,49,5,0.04,4,Washington,15,2016
56,Spokane,GEG,13,5/15/2016,66,46,5,0.25,5.54,Washington,15,2016
63,Yakima,YKM,24,5/15/2016,77,48,5,0.51,4.47,Washington,15,2016
59,Beckley,BKW,25,5/15/2016,69,48,5,1.78,5.58,West Virginia,15,2016
62,Charleston,CRW,22,5/15/2016,72,53,5,1.23,4.35,West Virginia,15,2016
56,Elkins,EKN,27,5/15/2016,67,45,5,1.22,3.25,West Virginia,15,2016
63,Huntington,HTS,21,5/15/2016,72,52,5,0.88,3.9,West Virginia,15,2016
50,Green Bay,GRB,19,5/15/2016,58,42,5,0.99,9.45,Wisconsin,15,2016
52,La Crosse,LSE,20,5/15/2016,60,43,5,1.24,7.38,Wisconsin,15,2016
50,Madison,MSN,21,5/15/2016,59,41,5,1.38,7.62,Wisconsin,15,2016
50,Milwaukee,MKE,21,5/15/2016,57,43,5,1.55,10.32,Wisconsin,15,2016
44,Casper,CPR,18,5/15/2016,55,32,5,0.43,8.67,Wyoming,15,2016
45,Cheyenne,CYS,20,5/15/2016,55,34,5,0.13,10.05,Wyoming,15,2016
46,Lander,LND,18,5/15/2016,56,36,5,0.15,2.64,Wyoming,15,2016
46,Rawlins,RWL,21,5/15/2016,58,33,5,0.11,11.18,Wyoming,15,2016
45,Sheridan,SHR,25,5/15/2016,56,33,5,0.4,10.88,Wyoming,15,2016
70,Birmingham,BHM,24,5/22/2016,79,60,5,0.14,5,Alabama,22,2016
69,Huntsville,HSV,20,5/22/2016,80,58,5,0.09,5.45,Alabama,22,2016
75,Mobile,MOB,10,5/22/2016,83,66,5,2.3,5.5,Alabama,22,2016
74,Montgomery,MGM,19,5/22/2016,83,65,5,0.45,4.18,Alabama,22,2016
51,Anchorage,ANC,18,5/22/2016,57,45,5,0.11,5.52,Alaska,22,2016
56,Annette,ANN,20,5/22/2016,63,48,5,2.23,7.08,Alaska,22,2016
48,Bethel,BET,12,5/22/2016,54,40,5,0.77,10.8,Alaska,22,2016
47,Bettles,BTT,9,5/22/2016,55,39,5,0.29,4.92,Alaska,22,2016
44,Cold Bay,CDB,22,5/22/2016,49,39,5,0.59,12.3,Alaska,22,2016
48,Cordova,CDV,15,5/22/2016,56,40,5,1.28,2.82,Alaska,22,2016
50,Delta Junction/Ft Greely,BIG,17,5/22/2016,58,42,5,0.17,6.82,Alaska,22,2016
53,Fairbanks,FAI,14,5/22/2016,61,44,5,0.04,5.41,Alaska,22,2016
52,Gulkana,GKN,18,5/22/2016,64,38,5,0.13,6.92,Alaska,22,2016
60,Gustavus,GST,20,5/22/2016,60,60,5,0,3.67,Alaska,22,2016
49,Homer,HOM,22,5/22/2016,54,43,5,0.2,5.72,Alaska,22,2016
46,Iliamna,ILI,17,5/22/2016,52,40,5,1.01,8.38,Alaska,22,2016
52,Juneau,JNU,21,5/22/2016,61,43,5,0.51,8.25,Alaska,22,2016
48,Kenai,ENA,23,5/22/2016,54,42,5,0.21,9.15,Alaska,22,2016
54,Ketchikan,KTN,24,5/22/2016,62,47,5,2.83,10.07,Alaska,22,2016
46,King Salmon,AKN,18,5/22/2016,54,37,5,1.06,8.31,Alaska,22,2016
49,Kodiak,ADQ,22,5/22/2016,55,44,5,0.4,6.44,Alaska,22,2016
45,Kotzebue,OTZ,10,5/22/2016,52,37,5,0.16,11.9,Alaska,22,2016
47,Mc Grath,MCG,17,5/22/2016,55,39,5,0.56,4,Alaska,22,2016
43,Nome,OME,15,5/22/2016,50,36,5,0.04,8.88,Alaska,22,2016
50,Northway,ORT,24,5/22/2016,61,39,5,0.51,3.11,Alaska,22,2016
53,Palmer,PAQ,18,5/22/2016,60,46,5,0.07,5.97,Alaska,22,2016
60,Petersburg,PSG,8,5/22/2016,60,60,5,0,3.98,Alaska,22,2016
60,Shemya,SYA,30,5/22/2016,60,60,5,0,7.1,Alaska,22,2016
51,Sitka,SIT,23,5/22/2016,56,46,5,0.57,8.38,Alaska,22,2016
55,Skagway,SGY,21,5/22/2016,62,47,5,0.28,6.64,Alaska,22,2016
39,St Paul Island,SNP,25,5/22/2016,44,32,5,0.21,11,Alaska,22,2016
52,Talkeetna,TKA,17,5/22/2016,58,45,5,1,2.4,Alaska,22,2016
48,Tanana,TAL,13,5/22/2016,57,40,5,0.19,6.3,Alaska,22,2016
28,Utqiagvik (Barrow),BRW,8,5/22/2016,31,24,5,0.03,13.38,Alaska,22,2016
60,Wrangell,WRG,21,5/22/2016,60,60,5,0,5.5,Alaska,22,2016
50,Yakutat,YAK,21,5/22/2016,55,45,5,0.83,4.7,Alaska,22,2016
69,Douglas Bisbee,DUG,21,5/22/2016,86,52,5,0,6.8,Arizona,22,2016
67,Kingman,IGM,17,5/22/2016,80,54,5,0.05,10.41,Arizona,22,2016
81,Phoenix,PHX,23,5/22/2016,92,70,5,0,4.87,Arizona,22,2016
75,Tucson,TUS,23,5/22/2016,88,62,5,0,5.04,Arizona,22,2016
61,Winslow,INW,19,5/22/2016,76,46,5,0.13,8.01,Arizona,22,2016
65,Fort Smith,FSM,6,5/22/2016,74,57,5,0.14,5.75,Arkansas,22,2016
59,Harrison,HRO,8,5/22/2016,67,50,5,0.53,4.92,Arkansas,22,2016
64,North Little Rock,LZK,0,5/22/2016,72,55,5,0.5,0,Arkansas,22,2016
71,Bakersfield,BFL,32,5/22/2016,84,58,5,0,5.58,California,22,2016
62,Bishop,BIH,31,5/22/2016,78,46,5,0,7.3,California,22,2016
70,China Lake,NID,23,5/22/2016,83,56,5,0,8.9,California,22,2016
67,Concord,CCR,25,5/22/2016,79,54,5,0,8.04,California,22,2016
55,Eureka,EKA,0,5/22/2016,60,50,5,0.54,0,California,22,2016
70,Fresno,FAT,30,5/22/2016,83,56,5,0,6.68,California,22,2016
64,Hayward,HWD,28,5/22/2016,72,54,5,0.04,8.72,California,22,2016
65,Long Beach,LGB,23,5/22/2016,70,59,5,0,4.24,California,22,2016
62,Los Angeles,LAX,25,5/22/2016,67,58,5,0,7.6,California,22,2016
69,Red Bluff,RBL,28,5/22/2016,80,57,5,0.22,7.1,California,22,2016
69,Redding,RDD,26,5/22/2016,79,58,5,0.35,5.8,California,22,2016
68,Sacramento,SAC,23,5/22/2016,81,54,5,0.33,7.32,California,22,2016
60,Salinas,SNS,26,5/22/2016,68,52,5,0,9.34,California,22,2016
65,San Diego,SAN,24,5/22/2016,68,61,5,0,6.2,California,22,2016
62,San Francisco,SFO,27,5/22/2016,69,54,5,0,14.47,California,22,2016
58,Sandberg,SDB,25,5/22/2016,69,47,5,0,12.45,California,22,2016
58,Santa Barbara,SBA,22,5/22/2016,67,50,5,0,3.84,California,22,2016
58,Santa Maria,SMX,30,5/22/2016,66,49,5,0,8.21,California,22,2016
66,Stockton,SCK,27,5/22/2016,80,52,5,0.02,10.21,California,22,2016
51,Alamosa,ALS,18,5/22/2016,66,36,5,0.38,6.26,Colorado,22,2016
56,Colorado Springs,COS,18,5/22/2016,67,42,5,0.58,6.94,Colorado,22,2016
52,Craig,CAG,22,5/22/2016,65,38,5,0.25,3.41,Colorado,22,2016
56,Denver,DEN,11,5/22/2016,67,44,5,0.34,7.81,Colorado,22,2016
60,Grand Junction,GJT,19,5/22/2016,72,47,5,0.06,5.67,Colorado,22,2016
62,Pueblo,PUB,13,5/22/2016,75,48,5,0.77,6.48,Colorado,22,2016
58,Bridgeport,BDR,20,5/22/2016,67,49,5,0.02,5.1,Connecticut,22,2016
58,Windsor Locks,BDL,16,5/22/2016,71,44,5,0,4.3,Connecticut,22,2016
58,Wilmington,ILG,15,5/22/2016,67,49,5,1.9,4.84,Delaware,22,2016
79,Daytona Beach,DAB,20,5/22/2016,88,69,5,3.97,3.11,Florida,22,2016
82,Fort Lauderdale,FLL,17,5/22/2016,88,75,5,0.91,6.87,Florida,22,2016
77,Gainesville,GNV,22,5/22/2016,87,65,5,2.49,4.6,Florida,22,2016
76,Jacksonville,JAX,20,5/22/2016,85,66,5,2.12,4.42,Florida,22,2016
81,Key West,EYW,15,5/22/2016,85,76,5,1.64,7.15,Florida,22,2016
82,Miami,MIA,17,5/22/2016,89,75,5,2.18,5.78,Florida,22,2016
80,Orlando,MCO,21,5/22/2016,89,69,5,2.09,5.7,Florida,22,2016
77,Pensacola,PNS,20,5/22/2016,85,70,5,1.46,5.78,Florida,22,2016
77,Tallahassee,TLH,22,5/22/2016,87,67,5,1.6,3.98,Florida,22,2016
80,Tampa,TPA,23,5/22/2016,88,72,5,0.97,4.27,Florida,22,2016
80,Vero Beach,VRB,19,5/22/2016,89,70,5,15.19,6.05,Florida,22,2016
81,West Palm Beach,PBI,18,5/22/2016,89,73,5,3.71,7.41,Florida,22,2016
74,Alma,AMG,21,5/22/2016,84,64,5,2.26,2.9,Georgia,22,2016
67,Athens,AHN,15,5/22/2016,75,58,5,2.17,4.22,Georgia,22,2016
69,Atlanta,ATL,15,5/22/2016,77,61,5,0.96,7.05,Georgia,22,2016
69,Augusta,AGS,18,5/22/2016,78,60,5,1.85,4.25,Georgia,22,2016
71,Macon,MCN,14,5/22/2016,80,62,5,1.63,3.87,Georgia,22,2016
74,Savannah,SAV,18,5/22/2016,82,66,5,6.17,5.75,Georgia,22,2016
76,Hilo,ITO,20,5/22/2016,83,69,5,1.83,1.74,Hawaii,22,2016
80,Honolulu,HNL,6,5/22/2016,86,74,5,0,12.62,Hawaii,22,2016
78,Kahului,OGG,5,5/22/2016,87,70,5,0.02,14.91,Hawaii,22,2016
77,Kaunakakai,MKK,4,5/22/2016,82,71,5,0.01,13.35,Hawaii,22,2016
78,Lihue,LIH,6,5/22/2016,82,73,5,0.17,15.05,Hawaii,22,2016
57,Boise,BOI,28,5/22/2016,67,47,5,0.22,4.31,Idaho,22,2016
59,Lewiston,LWS,25,5/22/2016,69,49,5,0.84,1.98,Idaho,22,2016
53,Pocatello,PIH,24,5/22/2016,65,41,5,0.65,5.9,Idaho,22,2016
57,Chicago,ORD,6,5/22/2016,68,45,5,0,6.91,Illinois,22,2016
59,Moline,MLI,13,5/22/2016,73,45,5,0,3.65,Illinois,22,2016
60,Peoria,PIA,8,5/22/2016,71,47,5,0.04,3.52,Illinois,22,2016
58,Quincy,UIN,14,5/22/2016,68,48,5,0.24,3.71,Illinois,22,2016
59,Rockford,RFD,9,5/22/2016,73,44,5,0,4.98,Illinois,22,2016
60,Springfield,SPI,16,5/22/2016,71,49,5,0.08,4.48,Illinois,22,2016
58,Evansville,EVV,12,5/22/2016,66,50,5,0.68,4.98,Indiana,22,2016
58,Fort Wayne,FWA,20,5/22/2016,69,46,5,0.07,6.71,Indiana,22,2016
58,Indianapolis,IND,16,5/22/2016,68,48,5,0.42,7.45,Indiana,22,2016
55,South Bend,SBN,23,5/22/2016,69,41,5,0.02,6.01,Indiana,22,2016
59,Cedar Rapids,CID,16,5/22/2016,71,46,5,0,4.84,Iowa,22,2016
60,Des Moines,DSM,16,5/22/2016,71,48,5,0.06,4.95,Iowa,22,2016
57,Dubuque,DBQ,11,5/22/2016,70,43,5,0.02,5.48,Iowa,22,2016
58,Sioux City,SUX,14,5/22/2016,72,43,5,0.06,7.87,Iowa,22,2016
58,Waterloo,ALO,17,5/22/2016,73,43,5,0.01,4.62,Iowa,22,2016
58,Concordia,CNK,13,5/22/2016,66,49,5,2.03,9.47,Kansas,22,2016
58,Dodge City,DDC,12,5/22/2016,66,49,5,0.31,13.5,Kansas,22,2016
57,Goodland,GLD,13,5/22/2016,67,46,5,0.42,15.87,Kansas,22,2016
60,Medicine Lodge,P28,11,5/22/2016,68,52,5,1.21,7.91,Kansas,22,2016
59,Topeka,TOP,10,5/22/2016,68,50,5,1,6.35,Kansas,22,2016
61,Wichita,ICT,13,5/22/2016,68,53,5,1.44,11.01,Kansas,22,2016
57,Covington,CVG,15,5/22/2016,67,47,5,0.7,6.48,Kentucky,22,2016
57,Jackson,JKL,19,5/22/2016,65,48,5,1.12,1.2,Kentucky,22,2016
56,Lexington,LEX,13,5/22/2016,65,48,5,1.86,6.6,Kentucky,22,2016
59,Louisville,SDF,14,5/22/2016,67,51,5,1.51,5.51,Kentucky,22,2016
60,Paducah,PAH,13,5/22/2016,69,50,5,0.86,5.67,Kentucky,22,2016
75,Baton Rouge,BTR,12,5/22/2016,84,66,5,4.32,4.05,Louisiana,22,2016
74,Lake Charles,LCH,9,5/22/2016,82,66,5,2.8,5.1,Louisiana,22,2016
78,New Orleans,MSY,17,5/22/2016,85,71,5,2.11,5.31,Louisiana,22,2016
71,Shreveport,SHV,9,5/22/2016,79,62,5,0.25,5.38,Louisiana,22,2016
76,Slidell,ASD,17,5/22/2016,84,67,5,3.65,3.12,Louisiana,22,2016
58,Bangor,BGR,24,5/22/2016,71,44,5,0.02,4.81,Maine,22,2016
55,Caribou,CAR,23,5/22/2016,66,43,5,0.54,5.28,Maine,22,2016
55,Portland,PWM,20,5/22/2016,66,44,5,0,6.15,Maine,22,2016
57,Baltimore,BWI,20,5/22/2016,65,48,5,0.85,4.04,Maryland,22,2016
59,Salisbury,SBY,12,5/22/2016,65,48,5,1.15,5.94,Maryland,22,2016
57,Boston,BOS,17,5/22/2016,65,49,5,0,8.11,Massachusetts,22,2016
60,Milton,MQE,16,5/22/2016,60,60,5,0,8.52,Massachusetts,22,2016
56,Worcester,ORH,21,5/22/2016,65,47,5,0.19,6.22,Massachusetts,22,2016
53,Alpena,APN,15,5/22/2016,68,37,5,0.01,3.35,Michigan,22,2016
58,Detroit,DTW,16,5/22/2016,69,47,5,0,6.01,Michigan,22,2016
57,Flint,FNT,7,5/22/2016,71,44,5,0,5.41,Michigan,22,2016
59,Grand Rapids,GRR,16,5/22/2016,72,46,5,0,4.44,Michigan,22,2016
54,Houghton Lake,HTL,21,5/22/2016,70,37,5,0,2.41,Michigan,22,2016
56,Lansing,LAN,11,5/22/2016,69,43,5,0.01,5.64,Michigan,22,2016
52,Marquette,MQT,0,5/22/2016,67,36,5,0.01,0,Michigan,22,2016
57,Muskegon,MKG,30,5/22/2016,70,43,5,0,4.35,Michigan,22,2016
53,Sault Ste Marie,ANJ,22,5/22/2016,67,38,5,0.01,3.07,Michigan,22,2016
55,Duluth,DLH,16,5/22/2016,69,40,5,0,3.8,Minnesota,22,2016
53,International Falls,INL,16,5/22/2016,73,33,5,0,2.7,Minnesota,22,2016
62,Minneapolis,MSP,11,5/22/2016,73,49,5,0,5.2,Minnesota,22,2016
59,Rochester,RST,20,5/22/2016,71,45,5,0.02,6.24,Minnesota,22,2016
56,St Cloud,STC,12,5/22/2016,72,39,5,0,5.11,Minnesota,22,2016
70,Greenville,GLH,8,5/22/2016,79,60,5,0.09,6.31,Mississippi,22,2016
69,Greenwood,GWO,15,5/22/2016,79,59,5,0.02,4.54,Mississippi,22,2016
76,Gulfport,GPT,17,5/22/2016,83,68,5,4.05,5.64,Mississippi,22,2016
73,Hattiesburg,HBG,16,5/22/2016,82,64,5,2.23,2.95,Mississippi,22,2016
71,Jackson,JAN,12,5/22/2016,80,62,5,0.29,4.45,Mississippi,22,2016
71,Meridian,MEI,15,5/22/2016,81,60,5,0.31,4.47,Mississippi,22,2016
68,Tupelo,TUP,21,5/22/2016,78,58,5,0.05,5.77,Mississippi,22,2016
60,Cape Girardeau,CGI,8,5/22/2016,69,50,5,1.2,6.4,Missouri,22,2016
57,Columbia,COU,7,5/22/2016,67,47,5,1.17,6.1,Missouri,22,2016
59,Kansas City,MCI,12,5/22/2016,67,49,5,0.62,6.92,Missouri,22,2016
56,Rolla/Vichy,VIH,11,5/22/2016,65,47,5,1.98,5.6,Missouri,22,2016
59,Springfield,SGF,9,5/22/2016,66,50,5,3.63,7.25,Missouri,22,2016
58,St Joseph,STJ,11,5/22/2016,68,48,5,0.65,5.4,Missouri,22,2016
61,St Louis,STL,14,5/22/2016,69,51,5,0.89,4.92,Missouri,22,2016
59,Billings,BIL,19,5/22/2016,71,47,5,0.46,6.32,Montana,22,2016
47,Butte,BTM,22,5/22/2016,57,35,5,0.64,2.37,Montana,22,2016
50,Cut Bank,CTB,28,5/22/2016,59,40,5,1.07,8.34,Montana,22,2016
48,Dillon,DLN,16,5/22/2016,60,36,5,0.85,5.68,Montana,22,2016
62,Glasgow,GGW,14,5/22/2016,77,47,5,0.32,9.6,Montana,22,2016
52,Great Falls,GTF,24,5/22/2016,61,42,5,1.08,8.57,Montana,22,2016
55,Havre,HVR,23,5/22/2016,66,43,5,0.88,8.2,Montana,22,2016
52,Helena,HLN,26,5/22/2016,63,43,5,0.73,4.1,Montana,22,2016
53,Kalispell,GPI,12,5/22/2016,63,43,5,2.01,6.24,Montana,22,2016
63,Miles City,MLS,14,5/22/2016,77,49,5,0.18,6.47,Montana,22,2016
53,Missoula,MSO,31,5/22/2016,63,43,5,0.74,3.2,Montana,22,2016
58,Grand Island,GRI,13,5/22/2016,67,48,5,0.22,10.77,Nebraska,22,2016
60,Lincoln,LNK,12,5/22/2016,70,49,5,0.28,7.8,Nebraska,22,2016
57,Norfolk,OFK,13,5/22/2016,69,44,5,0.25,9.4,Nebraska,22,2016
55,North Platte,LBF,12,5/22/2016,65,44,5,0.07,10.2,Nebraska,22,2016
60,Omaha,OMA,12,5/22/2016,70,49,5,0.21,7.72,Nebraska,22,2016
56,Scottsbluff,BFF,15,5/22/2016,69,43,5,0.29,11.04,Nebraska,22,2016
54,Sidney,SNY,17,5/22/2016,66,42,5,0.13,12.11,Nebraska,22,2016
57,Valentine,VTN,14,5/22/2016,69,45,5,4.19,11.84,Nebraska,22,2016
49,Ely,ELY,18,5/22/2016,63,35,5,0.24,6.92,Nevada,22,2016
49,Eureka,P68,11,5/22/2016,61,37,5,0.66,2.67,Nevada,22,2016
74,Las Vegas,LAS,21,5/22/2016,83,64,5,0,8.71,Nevada,22,2016
66,Mercury,DRA,21,5/22/2016,79,54,5,0,16.47,Nevada,22,2016
57,Reno,RNO,21,5/22/2016,69,45,5,0,6.37,Nevada,22,2016
51,Winnemucca,WMC,22,5/22/2016,68,35,5,0.06,5.37,Nevada,22,2016
56,Concord,CON,22,5/22/2016,71,41,5,0.19,4.22,New Hampshire,22,2016
60,Mt. Washington,MWN,24,5/22/2016,60,60,5,0,27.64,New Hampshire,22,2016
57,Atlantic City,ACY,13,5/22/2016,65,48,5,0.81,6,New Jersey,22,2016
60,Newark,EWR,15,5/22/2016,69,50,5,0.12,4.92,New Jersey,22,2016
62,Albuquerque,ABQ,18,5/22/2016,74,50,5,0.07,8.8,New Mexico,22,2016
58,Clayton,CAO,15,5/22/2016,71,46,5,0.08,10.98,New Mexico,22,2016
66,Roswell,ROW,14,5/22/2016,79,52,5,0.59,8.44,New Mexico,22,2016
56,Albany,ALB,21,5/22/2016,69,43,5,0,4.68,New York,22,2016
52,Binghamton,BGM,28,5/22/2016,62,41,5,0.2,5.21,New York,22,2016
56,Buffalo,BUF,19,5/22/2016,66,45,5,0.01,5.42,New York,22,2016
56,Glens Falls,GFL,18,5/22/2016,68,43,5,0,3.54,New York,22,2016
58,Islip,ISP,16,5/22/2016,67,47,5,0.11,5.85,New York,22,2016
62,New York,LGA,16,5/22/2016,70,54,5,0.18,5.78,New York,22,2016
55,Rochester,ROC,21,5/22/2016,66,43,5,0.09,4.44,New York,22,2016
54,Syracuse,SYR,26,5/22/2016,65,42,5,0.06,4.42,New York,22,2016
61,Asheville,AVL,21,5/22/2016,68,53,5,0.63,4.81,North Carolina,22,2016
66,Cape Hatteras,HSE,11,5/22/2016,72,61,5,1.75,6.31,North Carolina,22,2016
64,Charlotte,CLT,14,5/22/2016,70,57,5,2.59,4.87,North Carolina,22,2016
61,Greensboro,GSO,13,5/22/2016,68,54,5,2.72,4.48,North Carolina,22,2016
62,Hickory,HKY,18,5/22/2016,68,54,5,1.28,3.41,North Carolina,22,2016
62,Raleigh/Durham,RDU,9,5/22/2016,69,54,5,0.96,3.18,North Carolina,22,2016
66,Wilmington,ILM,13,5/22/2016,74,58,5,1.16,6.05,North Carolina,22,2016
60,Bismarck,BIS,14,5/22/2016,75,44,5,0.03,11.04,North Dakota,22,2016
57,Dickinson,DIK,14,5/22/2016,73,41,5,0,12.88,North Dakota,22,2016
62,Fargo,FAR,12,5/22/2016,77,47,5,0,10.51,North Dakota,22,2016
60,Grand Forks,GFK,14,5/22/2016,76,44,5,0.32,9.9,North Dakota,22,2016
62,Williston,ISN,14,5/22/2016,79,45,5,0,9.17,North Dakota,22,2016
55,Akron,CAK,15,5/22/2016,66,43,5,0.64,6.35,Ohio,22,2016
55,Cleveland,CLE,14,5/22/2016,66,45,5,0.04,5.91,Ohio,22,2016
55,Columbus,CMH,17,5/22/2016,65,45,5,0.78,5,Ohio,22,2016
56,Dayton,DAY,17,5/22/2016,67,46,5,0.38,6.72,Ohio,22,2016
55,Mansfield,MFD,28,5/22/2016,65,44,5,0.39,5.92,Ohio,22,2016
56,Toledo,TOL,10,5/22/2016,68,44,5,0.08,5.9,Ohio,22,2016
54,Youngstown/Warren,YNG,21,5/22/2016,66,42,5,0.43,5.32,Ohio,22,2016
62,Gage,GAG,12,5/22/2016,70,53,5,1.91,10.2,Oklahoma,22,2016
64,Oklahoma City,OKC,10,5/22/2016,71,57,5,1.42,9.5,Oklahoma,22,2016
62,Ponca City,PNC,10,5/22/2016,70,54,5,2.77,9.07,Oklahoma,22,2016
63,Tulsa,TUL,7,5/22/2016,71,56,5,1.35,5.57,Oklahoma,22,2016
54,Astoria,AST,27,5/22/2016,61,46,5,0.35,5.92,Oregon,22,2016
48,Burns,BNO,21,5/22/2016,61,35,5,0.39,6.07,Oregon,22,2016
56,Eugene,EUG,18,5/22/2016,66,45,5,0.13,4.88,Oregon,22,2016
60,Medford,MFR,31,5/22/2016,71,48,5,0.16,3.77,Oregon,22,2016
58,Pendleton,PDT,22,5/22/2016,69,46,5,0.35,8.37,Oregon,22,2016
59,Portland,PDX,27,5/22/2016,65,52,5,0.83,4.35,Oregon,22,2016
51,Redmond,RDM,28,5/22/2016,65,37,5,0.84,5.18,Oregon,22,2016
57,Salem,SLE,22,5/22/2016,65,49,5,0.61,4.68,Oregon,22,2016
58,Allentown,ABE,21,5/22/2016,69,46,5,0.25,3.84,Pennsylvania,22,2016
54,Erie,ERI,18,5/22/2016,64,44,5,0.1,5.2,Pennsylvania,22,2016
58,Harrisburg,MDT,23,5/22/2016,66,49,5,0.89,3.72,Pennsylvania,22,2016
59,Philadelphia,PHL,15,5/22/2016,67,51,5,2.19,5.54,Pennsylvania,22,2016
55,Pittsburgh,PIT,21,5/22/2016,65,45,5,1.52,4.4,Pennsylvania,22,2016
56,Wilkes-Barre/Scranton,AVP,25,5/22/2016,66,45,5,0.08,3.35,Pennsylvania,22,2016
56,Williamsport,IPT,22,5/22/2016,67,44,5,0.44,3.05,Pennsylvania,22,2016
